userId,name,,status,latitude,longitude,description
127,Drypass Trail,,None,-136.29155,57.76976,The Drypass trail is 3.7 miles long. It begins at Dry Pass and ends at Trail 560 Near Mirror Harbor. Difficult to follow in places through muskeg. Must cross sea level slough at low tide. The trail is open for the following uses: HikingMap showing recreational areas.
128,Sitka RD,,None,-135.349299,57.057293,Map showing recreational areas.Areas for Sand Play at Sitka RDAreas for Mountain Biking at Sitka RDAreas for Road Cycling at Sitka RDAreas for Campground Camping at Sitka RDAreas for RV Camping at Sitka RDAreas for Dispersed Camping at Sitka RDAreas for Cabin Rentals at Sitka RDAreas for Salt Water Fishing at Sitka RDAreas for Lake and Pond Fishing at Sitka RDAreas for River and Stream Fishing at Sitka RDAreas for Day Hiking at Sitka RDAreas for Backpacking at Sitka RDAreas for Big Game Hunting at Sitka RDAreas for Game Bird/Waterfowl at Sitka RDAreas for Viewing Wildlife at Sitka RDAreas for Viewing Plants at Sitka RDAreas for Viewing Scenery at Sitka RDAreas for OHV Trail Riding at Sitka RDAreas for Picnicking at Sitka RDAreas for Group Picnicking at Sitka RDAreas for Boating - Motorized at Sitka RDAreas for Boating - Non-Motorized at Sitka RDAreas for Swimming at Sitka RDAreas for XC Skiing/Snowshoeing at Sitka RD
129,Goulding Trail,,None,-136.22786,57.79779,The Goulding trail is 1.4 miles long. It begins at Goulding Harbor and ends at Lowest Goulding Lake. The trail is open for the following uses: HikingMap showing recreational areas.
130,Lake Eva Trail,,None,-135.06306,57.41033,three sided Adirondack shelter with wood stove and ply wood bunks about 4 miles up trail on left.Map showing recreational areas.
131,Mt Edgecumbe Trail,,None,-135.60621,57.064,The Mt.Edgecumbe Trail located on the southeastern coast of Kruzof Island about 10 miles west of Sitka or a 30 minute boat ride from Sitka to trailhead just south of the Fred's Creek Cabin.
132,Mt Edgecumbe Midway Shelter,,None,-135.690139,57.054694,three sided Adirondack shelter with wood stove and ply wood bunks about 4 miles up trail on left.Map showing recreational areas.
133,Harbor Mt./gavan Hill Trail,,None,-135.33178,57.05658,The Harbor Mt./Gavan Hill trail is 6.2 miles long. The trail can be hiked beginning at either endpoint: north end of Baranof St or at the end of Harbor Mt. Road.Map showing recreational areas.
134,Mud Bay Mooring Buoy,,None,-135.613306,57.176167,Located at Mud Bay on east coast of Kruzof Island 15 miles northwest of Sitka; available on a first-come first-served basis for boat anchorage.Map showing recreational areas.
135,Silver Bay Mooring Buoy,,None,-135.141778,56.981806,Located about 10 miles southeast of Sitka at the southwest end of Silver Bay near trailhead that accesses Salmon Lake cabinMap showing recreational areas.
136,Salmon Lake/ Redoubt Lake Trail,,None,-135.14773,56.9803,The Salmon Lake/ Redoubt Lake trail is 5.7 miles long. It begins at Head Of Silver Bay and ends at Redoubt Lake Cabin. The trail is open for the following uses: HikingMap showing recreational areas.
137,White Sulphur Springs Trail,,None,-136.33345,57.79806,The White Sulphur Springs trail is 1.0 miles long. It begins at West Arm Mirror Harbor and ends at White Sulphur Springs Cabin. The trail is open for the following uses: HikingMap showing recreational areas.
138,Mt Edgecumbe Trail Remote Shelter,,None,-135.6915,57.056806,older unmaintained three-sided Adirondack shelter with plywood bunks; about 200 ft on the right further along the trail from the Mt. Edgecumbe Midway Shelter; no path leads to this shelter.Map showing recreational areas.
139,Mud Bay Shelter,,None,-135.610778,57.181778,3.5 sided shelter with wood stove and plywood bunks.Map showing recreational areas.
140,Thorne Bay RD,,None,-132.53079,55.687036,Thorne Bay Ranger District recreation opportunities.Map showing recreational areas.Areas for Dispersed Camping at Thorne Bay RDAreas for Cabin Rentals at Thorne Bay RDAreas for Lake and Pond Fishing at Thorne Bay RDAreas for River and Stream Fishing at Thorne Bay RDAreas for Day Hiking at Thorne Bay RDAreas for Backpacking at Thorne Bay RDAreas for Big Game Hunting at Thorne Bay RDAreas for Viewing Wildlife at Thorne Bay RDAreas for Viewing Plants at Thorne Bay RDAreas for Viewing Scenery at Thorne Bay RDAreas for Interpretive Areas at Thorne Bay RDAreas for Boating - Non-Motorized at Thorne Bay RD
141,Wrangell RD,,None,-132.375027,56.47335,The Aaron Creek Trail is 4.3 miles long. It begins at Berg Bay Cabin and ends at Aaron Cr. near Berg Cr..Map showing recreational areas.Areas for Mountain Biking at Wrangell RDAreas for Campground Camping at Wrangell RDAreas for Dispersed Camping at Wrangell RDAreas for Cabin Rentals at Wrangell RDAreas for Salt Water Fishing at Wrangell RDAreas for Lake and Pond Fishing at Wrangell RDAreas for River and Stream Fishing at Wrangell RDAreas for Day Hiking at Wrangell RDAreas for Backpacking at Wrangell RDAreas for Big Game Hunting at Wrangell RDAreas for Game Bird/Waterfowl at Wrangell RDAreas for Viewing Wildlife at Wrangell RDAreas for Viewing Plants at Wrangell RDAreas for Picnicking at Wrangell RDAreas for Rockhounding at Wrangell RDAreas for Boating - Motorized at Wrangell RDAreas for Boating - Non-Motorized at Wrangell RDAreas for Swimming at Wrangell RDAreas for Sledding/Tubing at Wrangell RDAreas for Skiing/Snowboarding at Wrangell RDAreas for XC Skiing/Snowshoeing at Wrangell RDAreas for Snowmobiling at Wrangell RD
142,Bayou Bluff Recreation Area,,Closed,-92.944,35.5236833,Located near the Illinois Bayou the area exhibits picturesque bluffs and breathtaking scenery. The recreation area is closed following the 3rd week of December and reopens the 3rd week of MarchMap showing recreational areas.One of 4 CCC rock shelters available at Bayou Bluff's lower loop. Some sites overlook the Illinois Bayou. The upper loop campground has the traditional tent campsites.
143,Mountain Man Trailhead,,Open,-92.839323,35.529918,The Zing Trailhead provides accessÂ to Brock Creek Multi-Use Trail System.
144,Austin Trailhead,,Open,-92.803724,35.536206,The Austin Trailhead provides accessÂ to theÂ Brock Creek Multi-Use Trail System.
145,Zing Trailhead,,Open,-92.826227,35.510618,The Zing Trailhead provides accessÂ to Brock Creek Multi-Use Trail System.
146,Hurricane Creek Wilderness,,Open,-93.2358,35.6782833,There are 15307 acres with the Ozark Highlands Trail and Hurricane Creek Wild and Scenic River running through the middle of the area.
147,Salt Fork Walk-in Turkey Hunting Area,,None,-93.9104667,35.6241667,Salt Fork Walk In Turkey Hunting Area is 8941 acres in size and is located north and east of White Rock Mountain north of Forest Service (FS) Road 1003 west of FS Road 1506 south of FS Road 1007 on the Boston Mountain Ranger District of the Ozark-St. Francis National Forests. Pursuant to 36 C.F.R. 261.54 and 261.56 forest roads are closed to motor vehicle traffic from April 1 to June 15 each year except FS road 1510 is open year-round. This portion of the forest is characterized by steep rugged terrain with a predominantly oak/hickory overstory. Access into the interior part of the hunting area is limited but closed forest roads provide ideal foot paths. This particular area is not recommended for the casual hiker since it is in addition to breathtaking steep terrain. There are several maintained wildlife openings and ponds scattered throughout the area which provide for the seasonal food and water needs for abundant wildlife. Spirits Creek and Salt Fork Creek run north-south through the area and provide water most of the year.Map showing recreational areas.
148,Whitaker Point Trailhead,,Open,-93.45723,35.89736,Provides access to the Upper Buffalo Wilderness
149,Almanor Ranger District,,Open,-121.245303,40.290156,Provides access to the Upper Buffalo Wilderness
150,Hat Creek Ranger District,,None,-121.438558,41.004108,Hat Creek includes the Intermountain Area communities of Burney Fall River Mills Hat Creek and Old Station. In the shadow of Lassen Peak seven campgrounds and four picnic areas are nestled along ten miles of Hat Creek. Opportunities for fishing hiking camping picnicking wildlife observation and natural history are many. Lava tubes dormant and extinct volcanoes massive lava flows and fault lines reveal a fascinating volcanic past.
151,Eagle Lake Ranger District,,None,-120.702861,40.421703,The second largest natural lake in California Eagle Lake is framed by pine and sage. Camping fishing swimming picnicking and boating are popular activities. Family and group campgrounds naturalist activities marina boat launch facilities store laundry and showers are available. The seven mile long South Shore Trail is ideal for bicycles or just a pleasant stroll. Eagle Lake is famed for its trophy trout.Map showing recreational areas.Areas for Campground Camping at Eagle Lake Ranger DistrictAreas for RV Camping at Eagle Lake Ranger DistrictAreas for Group Camping at Eagle Lake Ranger DistrictAreas for Lake and Pond Fishing at Eagle Lake Ranger DistrictAreas for Picnicking at Eagle Lake Ranger DistrictAreas for Boating - Non-Motorized at Eagle Lake Ranger District
152,Cypress Trailhead,,Open,-121.608132,40.73835,Bunchgrass Trailhead is the southern access to the Thousand Lakes Wilderness.Â  The moderate trail is 3.5 miles through lodgepole pine and open country.
153,San Gabriel Mountains National Monument,,None,-117.862122,34.137159,San Gabriel Mountains National Monument Office is located at 110 N. Wabash Ave.Â Glendora CA 91741(626) 335-1251 Ext. 221For more information on the San Gabriel Mountains National Monument follow this link.Map showing recreational areas.Areas for Mountain Biking at San Gabriel Mountains National MonumentAreas for Campground Camping at San Gabriel Mountains National MonumentAreas for RV Camping at San Gabriel Mountains National MonumentAreas for Group Camping at San Gabriel Mountains National MonumentAreas for River and Stream Fishing at San Gabriel Mountains National MonumentAreas for Day Hiking at San Gabriel Mountains National MonumentAreas for Backpacking at San Gabriel Mountains National MonumentAreas for Horse Camping at San Gabriel Mountains National MonumentAreas for Horse Riding at San Gabriel Mountains National MonumentAreas for Viewing Wildlife at San Gabriel Mountains National MonumentAreas for Viewing Plants at San Gabriel Mountains National Monument
154,Santa Clara/Mojave Rivers Ranger District,,None,-118.58814,34.43852,The Santa Clara/Mojave Rivers Ranger District Office is located at 33708 Crown Valley Road Acton CA 93510
155,Inner Basin Trail No. 29,,Open,-111.622896,35.356876,Happy CampÂ lies atÂ the heart of recreation in northern California. River rafting gold panning wilderness hiking and scenic driving are all popular activities in the summer. Spring and fall offer the best weather and lower fire danger.Â Winter snowshoeing andÂ cross country skiing can provide opportunities unmatched for solitude.Map showing recreational areas.
156,Palatki Heritage Site,,None,-111.902325,34.914895,There are three trails at Palatki Heritage Site one trail that takes you up to the Sinagua cliff dwellings one that takes you to a view of the dwellings and a third that goes to the alcoves that shelter the painted symbols or pictographs from every native culture to ever occupy the Verde Valley. These trails each Â_ mile one way making the round trip distance one and one half mile are fairly easy but they are not accessible to most wheelchairs.Pets are not allowed beyond the parking area at this heritage site.Map showing recreational areas.
157,Cook and Green Pass Trailhead,,Open,-123.145032,41.941891,This trailhead provide access to the Pacific Crest Trail and the Boundary National Recreation Trail.Â  The Boundary National Recreation Trail isÂ 7.9 milesÂ long andÂ is located along but oustide of the southern boundary of the Red Buttes Wilderness.Â  To reach this trailheadÂ drive north 12 miles from Highway 96 on Forest Road 48N20 to the Cook and Green Pass (elevation 4770 ft).Â Â To reach the Boundary TrailÂ hike south along the Pacific Crest Trail for approximately 5.5 miles toÂ its junction with the Boundary Trail.Map showing recreational areas.
158,Mt. Ashland area Pacific Crest Trail,,Open,-122.716752,42.074187,The Pacific Crest Trail can be accessed from the Mt. Ashland campgroundÂ or theÂ nearby Grouse Gap area.Â  From the campground drive east onÂ Forest Road 20 to its intersection with Forest Road 40S15Â  turn right on to 40S15 and drive .4 miles toÂ where the PCT crosses the road.Â  From the campground drive west on Forest Road 20 for 1.6 miles to the entrance road to the Grouse Gap shelter.Â  The PCT intersects the entrance road to the shelter.Map showing recreational areas.
159,Norcross Trailhead,,Closed,-123.3076,41.6454,Completely destroyed in the Panther Fire in 2008 Norcross Campground and Horse Camp has been rebuilt and reopened late in the season in 2009. The refurbished campground has 4 large horse corrals plenty of horse trailer parking new campsites and restrooms. Water is available for horses but not for human consumption. There are two main trails out of Norcross heading into the Marble Mountain Wilderness; the Elk Creek Trail and the Kelsey National Recreation Trail along Bear Creek to Bear Valley and Bear Lake. The Elk Creek Trail can be ridden or hiked as 4 different loops with a variety of destinations and mountain lakes.From Happy Camp south on Forest Road 16N05 (locally known as Elk Creek Rd) approx 14 miles to the campground. Portions of the road are improved gravel. Brown Forest Service signs direct the way.When parking overnight or for extended periods at trailheads always secure all food packaging and ice chests in the trunk of your vehicle. Do not park in front of gates or partially obstruct a fire road.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Day Use and picnicking are permitted at the Norcross Campground.Â  There is no fee for Day Use.Â  Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Map showing recreational areas.Hikers and horsemen head south from Norcross on the Elk Creek Trail or east on the Kelsey National Recreation Trail. Both enter the beautiful country of the Marble Mountain Wilderness. Day hikers and backpackers should always yield to horses and livestock on the trail. Step off the trail on the downhill side and speak to horses in a quiet voice. This will help them stay calm as they pass you.No wildernes permit is required for day trips into the Marble Mountain Wilderness.Â Â Please pack out all trash. Do not burn or bury trash and food waste. Bury human waste in at least 6 inches or more of soil at least 100 feet away from any lake stream water course or trail.A current California Campfire Permit is required to use a camp stove barbecue or have a campfire outside of developed areas. Local fire restrictions supersede the campfire permit. Inquire at the Ranger Station before having a fire.Dogs on leash only in developed areas. Please clean up after your dog. Do not allow dogs to chase hunt or kill forest animals and birds.A good map compass and trail guide are recommended for safe travel through the wilderness.Snow may cover or obscure trails at high elevations well into June depending on weather.Hikers and horsemen head south from Norcross on the Elk Creek Trail or east on the Kelsey National Recreation Trail. Both enter the beautiful country of the Marble Mountain Wilderness. The Kelsey Trail intersects with the PCT several miles past Bear Lake. Portions of the PCT south and north may require permits in advance. There are dozens of lakes and several hiking loops that can be reached by way of the Norcross Trailhead. Be sure you take an accurate map of the area with you.From Happy Camp go south on Forest Road 16N05 (locally known as Elk Creek Rd) approx 14 miles to Norcross Campground. Portions of the road are improved gravel. Brown Forest Service signs direct the way.When parking overnight or for extended periods at trailheads always secure all food packaging and ice chests in the trunk of your vehicle. Do not park in front of gates or partially obstruct a fire road.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.No wilderness permit is required for travel into the Marble Mountain Wilderness.Â  For backpackers on the PCT heading north or south wildernes permits for other areas may be required in advance.Please pack out all trash. Do not burn or bury trash and food waste. Bury human waste in at least 6 inches or more of soil at least 100 feet away from any lake stream water course or trail.Â Â Dogs on leash only. Please clean up after your dog. Do not allow dogs to chase hunt or kill forest animals and birds.A current California Campfire Permit is required to use a camp stove barbecue or have a campfire outside of developed areas. Local fire restrictions supersede the campfire permit. Inquire at the Ranger Station before having a fire.A good map compass and trail guide are recommended for safe travel through the wilderness.This is Bear Country. All food must be secured overnight and when not attended. Always keep a clean camp and do not feed animals squirrels and rodents.Snow may cover or obscure trails at high elevations well into June depending on weather.Â  Always be prepared for unexpected changes in the weather year round.Day riding is popular from the Norcross Trailhead at the south end of the Norcross Campground.Â Â Horsemen head south from Norcross on the Elk Creek Trail or east on the Kelsey National Recreation Trail. Both enter the beautiful country of the Marble Mountain Wilderness.Â  No wilderness permit is required for day or overnight trips into the Marble Mountain Wilderness.Corrals at the Norcross Campground are available for Day Use but preference should be given to overnight campers.Â  Water for horses is available in the campground but not for human consumption.Day Use and picnicking are permitted at the Norcross Campground. There is no fee for Day Use. Please use the Day Use parking whenever possible to allow campsites to remain available for campers.Â  Please refrain from parking horse trailers and Day Use vehicles in campsites.Dogs on leash only in developed areas.Â  Please clean up after your dog. Do not allow dogs to chase hunt or kill forest animals and birds.Â Â Please pack out all trash. Do not burn or bury trash and food waste. Bury human waste in at least 6 inches or more of soil at least 100 feet away from any lake stream water course or trail.Do not tie horses to trees living or dead. Do not tie horses to corral rails or posts. Keep horses away from the creek. Avoid damage to creek bank. Carry water to horses in corrals.A good map compass and trail guide are recommended for safe travel through the wilderness.Snow may cover or obscure trails at high elevations well into June depending on weather.
160,Seiad - Pacific Crest Trail,,Closed,-123.210209,41.844292,The Sulphur Springs Campground is the starting point for the Elk Creek Trail. This trail is a main route into the breathtaking beauty of the Marble Mountain Wilderness. One of the main attractions of Sulphur Springs Campground is a warm springs located along Elk Creek. The temperature of the springs is approximately 75 degrees and can accommodate five or six people at one time! All 6 campsites are walk-in approximately 50 yards from the parking area.From Happy Camp south on Forest Road 16N05 (locally known as Elk Creek Rd) approx 12 miles to the campground. Portions of the road are improved gravel. Brown Forest Service signs direct the way.Parking for all campsites is across the creek via a foot bridge.Â  All sites are walk-in (approx 50-100 yards).When parking overnight or for extended periods at trailheads always secure all food packaging and ice chests in the trunk of your vehicle. Do not park in front of gates or partially obstruct a fire road.All campsites are walk-in (approx 50-100 yards) across a footbridge.Map showing recreational areas.Â There are no stock facilities at the trailhead and stock riders would need to cross to the north side of Highway 96 from the parking area on the south side to access the trailhead.
161,Salmon/Scott River Ranger District,,Open,-122.8471501,41.6012624,Water activities boating floating and swimming abound on the two Wild and Scenic Rivers of the Salmon and the Scott.Map showing recreational areas.Areas for Campground Camping at Salmon/Scott River Ranger DistrictAreas for RV Camping at Salmon/Scott River Ranger DistrictAreas for Group Camping at Salmon/Scott River Ranger DistrictAreas for Lake and Pond Fishing at Salmon/Scott River Ranger DistrictAreas for River and Stream Fishing at Salmon/Scott River Ranger DistrictAreas for Ice Fishing at Salmon/Scott River Ranger DistrictAreas for Day Hiking at Salmon/Scott River Ranger DistrictAreas for Backpacking at Salmon/Scott River Ranger DistrictAreas for Horse Camping at Salmon/Scott River Ranger DistrictAreas for Horse Riding at Salmon/Scott River Ranger DistrictHunting is permitted onÂ areas of the Klamath National Forest thereÂ is the oppertunity forÂ deer elk bear multiple small game animals and predators.Â Within theÂ Salmon/ScottÂ District deer zonesÂ B2 andÂ B6 are availibleÂ that start theÂ middle ofÂ AugustÂ and run till theÂ middle of October. Elk hunts availible is theÂ Marble MountainÂ zone that begins in September and ends in November.Â Bear hunts availible on the district start inÂ September and run till the end of December.Hunters must be in possession of all California State required licenses and tags while hunting during valid hunting seasons. For maps information and regulations contact the California Department of Fish and Game at (530) 225-2300 or online atHunting is permitted onÂ areas of the Klamath National Forest thereÂ is the oppertunity forÂ Grouse Turkey Dove Pheasent Quail PigeonÂ and Waterfowl. The Salmon/Scott River Ranger District can be a good area for Mountain Quil and Grouse in the timber lined hills that surround this district.Hunters must be in possession of all California State required licenses and tags while hunting during valid hunting seasons. For maps information and regulations contact the California Department of Fish andÂ Wildlife at (530) 225-2300 or online atAreas for Viewing Wildlife at Salmon/Scott River Ranger DistrictAreas for Viewing Plants at Salmon/Scott River Ranger DistrictAreas for Viewing Scenery at Salmon/Scott River Ranger District
162,Allen Camp Trail 17E19,,Unknown,-120.126759,38.635183,The trail begins at the parking area south of Plasse's Resort crossing a stream and ascending through forest and meadows to a junction with the Granite Lake trail (leading first to Hidden Lake). The trail continues through forests and meadows to the ridgetop where it joins the Squaw Ridge Road.
163,Upper Hole Campground,,Unknown,-120.357878,39.081898,This facility is only accessible by boat or trail.Map showing recreational areas.
164,Pacific Crest Trail South from Highway 88,,Unknown,-119.98933,38.694745,From the Meiss Trailhead follow the Pacific Crest Trail 1.2 miles to the ridge.Â  You will experience spectacular views and a brilliant wildflower display about mid-summer.Â  Meiss Lake is another 3 miles from the ridge top.
165,Granite Lake Trail 17E23,,Unknown,-120.1094,38.66,The trail begins at the parking area south of Plasse's Resort crossing a stream and ascending through forest and meadows to a junction with the Granite Lake trail (leading first to Hidden Lake). The trail continues through forests and meadows to the ridgetop where it joins the Squaw Ridge Road.
166,Pacific Crest Trail North from Highway 88,,Unknown,-119.991886,38.696731,From the Meiss Trailhead follow the Pacific Crest Trail 1.2 miles to the ridge.Â  You will experience spectacular views and a brilliant wildflower display about mid-summer.Â  Meiss Lake is another 3 miles from the ridge top.
167,Horse Canyon Trail 17E21,,Open,-120.1164,38.6803,This 1.2 mile trail with excellent views climbs trail climbs gradually to the top of a rocky ridge then descends to Shealor Lake.
168,Thunder Mountain Trail 17E04 & 17E22,,Unknown,-120.1075,38.7055,This scenic trail climbs through timbered slopes meadows and volcanic outcroppings reaching the summit of Thunder Mountain in 3.6 miles. The trail continues another 1.4 miles to Horse Canyon. The trail is open to hikers bicycles and equestrians.
169,Woods Lake Campground,,Closed,-120.009249,38.686748,Recreation Opportunity Guides (ROG) - These guides contains information maps and directions to assist you in enjoying your trip to the Eldorado National Forest.Map showing recreational areas.
170,Shealor Lake Trail 17E57,,Open,-120.134924,38.655511,This 1.2 mile trail with excellent views climbs trail climbs gradually to the top of a rocky ridge then descends to Shealor Lake.
171,Loon Lake Campground,,Open,-120.316854,38.979985,23 miles east of Placerville on Highway 50 and 29 miles north on Ice House Road (Forest Road 3) on the south side of Loon Lake.These guides contains information maps and directions to assist you in enjoying your trip to the Eldorado National Forest.Map showing recreational areas.
172,Beebe Lake Trail 17E31,,Unknown,-120.0908,38.6128,This trail leads from Squaw Ridge 2.1 miles to Beebe Lake through open forests and passing meadows including Ladeux Meadow.
173,Blue Hole Trail 16E25,,Closed,-120.216752,38.500069,Recreation Opportunity Guides (ROG) - These guides contains information maps and directions to assist you in enjoying your trip to the Eldorado National Forest.Map showing recreational areas.
174,Cole Creek Trail 17E27 and 17E05,,Unknown,-120.0908,38.6128,This trail one of the most popular in the national forest leads 2.5 miles through open forest and meadow past some of the best mountain wildflower displays in California in mid-summer.
175,Emigrant Lake Trail 17E18,,Unknown,-120.065328,38.70306,This trail follows the Caples Lake shoreline before ascending through forest with several stream crossings to Emigrant Lake.
176,Black Rock Lake Trail 17E30,,Unknown,-120.0908,38.6128,This trail follows the Caples Lake shoreline before ascending through forest with several stream crossings to Emigrant Lake.
177,Carson Pass to Lake Winnemucca Trail 18E13,,Unknown,-119.98933,38.694745,This trail one of the most popular in the national forest leads 2.5 miles through open forest and meadow past some of the best mountain wildflower displays in California in mid-summer.
178,Grouse Lake Trail 18E08,,Unknown,-119.9386,38.6294,4 miles from the Munson Meadow trailhead Long Lake below 8000' permits campfires. The trail passes through open forest with occasional views.
179,Evergreen Trail 18E21,,Unknown,-119.955,38.6408,The Evergreen Trail starts near Upper Blue Lake campground and proceeds over a small pass and down into Summit City Canyon near the site of an old mining community. It crosses Summit City Creek and joins the Summit City trail (to Forestdale Divide) and Camp Irene trail (which continues down Summit City Creek). Expect brushy conditions and fallen trees across trail west of the 4th of July Lake junction. The trail is not maintained past Telephone Gulch.
180,Long Lake Trail from Munson Meadow 17E27,,1.70E+67,Unknown,-120.0908,38.6128
181,Lost Cabin Mine Trail (Round Top Lake) 17E47,,Unknown,-120.0094,38.6914,This popular 2.5 mile trail begins at the parking area along the Woods Lake road and climbs through forested terrain crossing a creek (with high spring flows) meadows and passing Lost Cabin Mine before reaching Round Top Lake. This trail tends to hold springtime snow longer than other trails in the area.
182,Shriner Lake Trail 17E70,,Unknown,-120.1686,38.5211,Starting from Forestdale Divide the trail leads downhill through meadows and open forest past an area that was once an active mining community. The trail continues to the junction of the trail leading uphill to Fourth of July Lake.
183,Round Top to Fourth of July Lake 18E13,,Unknown,-119.9892,38.6947,Starting from the Tanglefoot Trailhead this 1.7 mile trail through open forest including some that was burned in the Power Fire passes a shallow pond before reaching Shriner Lake.
184,Munson Meadow Trail 17E27,,Unknown,-120.0908,38.6128,This 9.1 mile trail to Camp Irene traverses open forests and meadows for 5 miles to Munson Meadow then another 4.1 miles through forest and brushy terrain before meeting the Mokelumne River.
185,Summit City Trail 18E07,,Unknown,-119.9672,38.6614,Starting from Forestdale Divide the trail leads downhill through meadows and open forest past an area that was once an active mining community. The trail continues to the junction of the trail leading uphill to Fourth of July Lake.
186,Woods Lake to Lake Winnemucca Trail 18E06,,Unknown,-120.0094,38.6914,This trail traverses forests meadows and the Tanglefoot Canyon skirts the west and north slopes of Mokelumne Peak descends past a spring and gradually regains elevation to end at Munson Meadow 10.1 miles from the Tanglefoot Trailhead.
187,Tanglefoot Trail 17E29,,Unknown,-120.1686,38.5211,This trail traverses forests meadows and the Tanglefoot Canyon skirts the west and north slopes of Mokelumne Peak descends past a spring and gradually regains elevation to end at Munson Meadow 10.1 miles from the Tanglefoot Trailhead.
188,Wrights Lake Campground,,Open,-120.236676,38.844582,Map showing recreational areas.
189,Monterey Ranger District,,Open,-121.525269,36.182225,Monterey Ranger DistrictMap showing recreational areas.Areas for Sand Play at Monterey Ranger DistrictAreas for Tidepooling at Monterey Ranger District
190,Van Vleck Bunkhouse,,Unknown,-120.321771,38.93661,This 2.5 mile trail leads from the lower Woods Lake parking area and traverses open forest and meadow areas with impressive wildflower displays in mid-summer.
191,Arroyo Seco,,Open,-121.487358,36.234117,Santa Lucia Memorial ParkMap showing recreational areas.
192,Arroyo Seco Group Campground,,Open,-121.485,36.2316,Arroyo Seco Campground is a semi-rustic but developed facility in Californiaâ€™s westernmost national forest. It offers a great escape from bustling city life into the mountain air and provides access to a variety of outdoor recreation opportunities.There is one group site at this campground and it is available by reservation only for $125.00 per night. This site can accommodate up to 50 people maximum. A total of 10 vehicles are included with the group rate; additional vehicles will cost $10.00 per vehicle. Tents only in group site.Map showing recreational areas.
193,Mt. Pinos Ranger District,,Open,-119.174194,34.759666,Mt. Pinos Ranger DistrictMap showing recreational areas.Areas for Campground Camping at Mt. Pinos Ranger DistrictAreas for Day Hiking at Mt. Pinos Ranger DistrictAreas for Backpacking at Mt. Pinos Ranger DistrictAreas for OHV Camping at Mt. Pinos Ranger DistrictAreas for OHV Trail Riding at Mt. Pinos Ranger DistrictAreas for Sledding/Tubing at Mt. Pinos Ranger District
194,Buck Creek - 18W01,,Temporarily Closed,-118.847018,34.686698,Spectacular views of the surrounding environment are awarded the hardy outdoor enthusiast. On this trail steep canyons dense stands of big cone douglas fir and rugged peaks await the visitor. Water is available from the creek (purify). Â Nearest supplies are at Gorman approximately 16 miles.Map showing recreational areas.
195,Cedar Creek / Fishbowl Loop - 22W10,,Temporarily Closed,-119.1036111,34.64472222,This is a loop trail in the Sespe Wilderness. Two trailheads exist for this loop. The first trailhead is located right off the Grade Valley Road (FS 7N03) approximately five miles south of Lockwood Valley Road. The second trailhead is located approximately seven miles south of Lockwood Valley Road along the Thorn Meadows Road (FS 7N03C).Map showing recreational areas.
196,Buck Creek Trailhead- 18W01,,Temporarily Closed,-118.847,34.6867,Buck Creek Trail (18W01)Difficulty: moderate to difficultLength: 11.25 milesSESPE WILDERNESS - More information on the Sespe Wilderness: www.wilderness.netMaps: 7.5 minute USGS topographic maps (Black Mountain)The Buck Creek Trailhead (elev. 3060 ft.) is located at the southern end of Hardluck Campground (which is currently Closed) and Forest Service Rd. 8N24.Â  Trailhead parking is located 3.0 miles away at the locked gate off of Los Alamos Road located adjacent to the southern portion of Hungry Valley State Vehicular Recreation Area.Â  There are no facilities at the parking area or trailhead.Map showing recreational areas.
197,Chula Vista Trailhead - 9N24,,Temporarily Closed,-119.1272,34.81307,Buck Creek Trail (18W01)Difficulty: moderate to difficultLength: 11.25 milesSESPE WILDERNESS - More information on the Sespe Wilderness: www.wilderness.netMaps: 7.5 minute USGS topographic maps (Black Mountain)The Buck Creek Trailhead (elev. 3060 ft.) is located at the southern end of Hardluck Campground (which is currently Closed) and Forest Service Rd. 8N24.Â  Trailhead parking is located 3.0 miles away at the locked gate off of Los Alamos Road located adjacent to the southern portion of Hungry Valley State Vehicular Recreation Area.Â  There are no facilities at the parking area or trailhead.Map showing recreational areas.
